"","AppID","name","MetaScore","free","dlc","isDlc","developer","publisher","Mac","Windows","Linux","single","multi","mmo","coop","crossP","achieve","leadB","cloud","trade","workS","antiCheat","release_date","RPG","Strategy","Action","Adventure","Simulation","Indie","Casual","FreetoPlay","MassivelyMultiplayer","Racing","Sports","EarlyAccess"
"73702",3830,"Psychonauts",87,0,0,0,"Double Fine Productions","Double Fine Productions",1,1,1,1,0,0,0,0,1,0,1,1,0,0,2005-04-19,"False","False","True","False","False","False","False","False","False","False","False","False"
"74269",3900,"Sid Meier's Civilization\xae IV",94,0,0,0,"Firaxis Games","2K Games",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2005-10-25,"False","True","False","False","False","False","False","False","False","False","False","False"
"74847",3910,"Sid Meier's Civilization\xae III Complete",90,0,0,0,"Firaxis Games","2K Games",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2001-10-30,"False","True","False","False","False","False","False","False","False","False","False","False"
"75414",3920,"Sid Meier's Pirates!",88,0,0,0,"Firaxis Games","2K Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2005-07-11,"True","False","False","False","False","False","False","False","False","False","False","False"
"75981",3960,"Shattered Union",67,0,0,0,"PopTop","2K Games",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2005-10-17,"False","True","False","False","False","False","False","False","False","False","False","False"
"76548",3980,"CivCity: Rome",67,0,0,0,"FireFly Studios,Firaxis Games","2K Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-07-24,"False","True","False","False","False","False","False","False","False","False","False","False"
"77115",3990,"Civilization IV\xae: Warlords",84,0,0,0,"Firaxis Games","2K Games",1,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-07-24,"False","True","False","False","False","False","False","False","False","False","False","False"
"77696",4000,"Garry's Mod",NA,0,0,0,"Facepunch Studios","Valve",1,1,1,1,1,0,1,1,1,0,1,1,1,1,2006-11-29,"False","False","False","False","True","True","False","False","False","False","False","False"
"78263",4100,"Poker Superstars II",NA,0,0,0,"Funkitron","Funkitron",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-03-01,"False","True","False","False","False","True","True","False","False","False","False","False"
"78830",4230,"RACE - The WTCC Game",NA,0,0,0,"SimBin","SimBin",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2006-11-24,"False","False","False","False","False","False","False","False","False","True","False","False"
"79397",4290,"RACE: Caterham Expansion",NA,0,0,0,"SimBin","SimBin",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2007-06-22,"False","False","False","False","False","False","False","False","False","True","False","False"
"79964",4300,"RoboBlitz",80,0,0,0,"Naked Sky Entertainment","Naked Sky Entertainment",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-11-07,"False","False","True","False","False","True","False","False","False","False","False","False"
"80530",4420,"Silverfall",62,0,0,0,"Monte Cristo","Focus Home Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2007-03-20,"True","False","False","False","False","False","False","False","False","False","False","False"
"81096",4460,"City Life 2008",NA,0,0,0,"Monte Cristo","Focus Home Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2008-07-18,"False","True","False","False","True","False","False","False","False","False","False","False"
"81663",4470,"Silverfall: Earth Awakening",NA,0,0,0,"Monte Cristo","Focus Home Interactive",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2008-02-21,"True","False","False","False","False","False","False","False","False","False","False","False"
"82229",4500,"S.T.A.L.K.E.R.: Shadow of Chernobyl",82,0,0,0,"GSC Game World","GSC Game World",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2007-03-20,"True","False","True","False","False","False","False","False","False","False","False","False"
"82799",4520,"Full Spectrum Warrior",80,0,0,0,"Pandemic Studios","Nordic Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2004-09-21,"False","True","True","False","False","False","False","False","False","False","False","False"
"83366",4530,"Full Spectrum Warrior: Ten Hammers",70,0,0,0,"Pandemic Studios","Nordic Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2006-03-27,"False","True","True","False","False","False","False","False","False","False","False","False"
"83933",4540,"Titan Quest",77,0,0,0,"Iron Lore Entertainment","Nordic Games",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2007-06-26,"True","False","True","False","False","False","False","False","False","False","False","False"
"84500",4550,"Titan Quest - Immortal Throne",80,0,0,0,"Iron Lore Entertainment","Nordic Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2007-03-05,"True","False","True","False","False","False","False","False","False","False","False","False"
"85067",4560,"Company of Heroes",93,0,0,0,"Relic Entertainment","SEGA",0,1,0,1,1,0,0,0,0,0,1,0,0,0,2006-09-11,"False","True","True","False","False","False","False","False","False","False","False","False"
"85634",4570,"Warhammer\xae 40,000: Dawn of War\xae - Game of the Year Edition",86,0,0,0,"Relic Entertainment","SEGA",0,1,0,1,1,0,0,0,0,0,1,1,0,0,2006-01-01,"False","True","False","False","False","False","False","False","False","False","False","False"
"86201",4580,"Warhammer\xae 40,000: Dawn of War\xae - Dark Crusade",87,0,0,0,"Relic Entertainment","SEGA",0,1,0,1,1,0,0,0,0,0,1,0,0,0,2006-10-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"86768",4700,"Medieval II: Total War\u2122",88,0,2,0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",1,1,1,1,1,0,0,0,0,0,0,1,0,0,2006-11-15,"False","True","False","False","False","False","False","False","False","False","False","False"
"87335",4720,"Condemned: Criminal Origins",78,0,0,0,"Monolith","SEGA",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-04-11,"False","False","True","False","False","False","False","False","False","False","False","False"
"87901",4760,"Rome: Total War\u2122 - Collection",92,0,0,0,"The Creative Assembly","SEGA",0,1,0,1,1,0,0,0,0,0,0,1,0,0,2004-09-22,"False","True","False","False","False","False","False","False","False","False","False","False"
"88468",4770,"Rome: Total War\u2122 - Alexander",79,0,0,0,"The Creative Assembly","SEGA",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2006-06-26,"False","True","False","False","False","False","False","False","False","False","False","False"
"89035",4780,"Medieval II: Total War\u2122 Kingdoms",85,0,0,0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)","SEGA,Feral Interactive (Mac),Feral Interactive (Linux)",1,1,1,1,1,0,0,0,0,0,0,0,0,0,2007-08-28,"False","True","False","False","False","False","False","False","False","False","False","False"
"89602",4800,"Heroes of Annihilated Empires",65,0,0,0,"GSC Game World","GSC Game World",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2006-11-22,"False","True","False","False","False","False","False","False","False","False","False","False"
"90169",4850,"Cossacks: Back to War",60,0,1,0,"GSC Game World","GSC World Publishing",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2002-11-01,"False","True","False","False","False","False","False","False","False","False","False","False"
"90736",4870,"Cossacks: Art of War",74,0,0,0,"GSC Game World","GSC World Publishing",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2002-03-31,"False","True","False","False","False","False","False","False","False","False","False","False"
"91303",4880,"Cossacks: European Wars",74,0,0,0,"GSC Game World","GSC World Publishing",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2001-04-24,"False","True","False","False","False","False","False","False","False","False","False","False"
"91870",4890,"Cossacks II: Battle for Europe",69,0,0,0,"GSC Game World","GSC World Publishing",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2006-06-19,"False","True","False","False","False","False","False","False","False","False","False","False"
"92437",4900,"Zen of Sudoku",NA,0,0,0,"Unknown Worlds","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-12-14,"False","False","False","False","False","True","True","False","False","False","False","False"
"93004",4920,"Natural Selection 2",80,0,2,0,"Unknown Worlds Entertainment","Unknown Worlds Entertainment",0,1,1,0,1,0,0,0,0,0,1,1,1,1,2012-10-30,"False","True","True","False","False","True","False","False","False","False","False","False"
"93571",6000,"STAR WARS\u2122 Republic Commando\u2122",78,0,0,0,"LucasArts","LucasArts,Lucasfilm,Disney Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2005-03-01,"False","False","True","False","False","False","False","False","False","False","False","False"
"94138",6010,"Indiana Jones\xae and the Fate of Atlantis\u2122",NA,0,0,0,"LucasArts","LucasArts,Lucasfilm,Disney Interactive",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1992-06-01,"False","False","False","True","False","False","False","False","False","False","False","False"
"94705",6020,"STAR WARS\u2122 Jedi Knight - Jedi Academy\u2122",81,0,0,0,"Raven Software,Aspyr (Mac)","LucasArts,Aspyr (Mac),Lucasfilm,Disney Interactive",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2003-09-16,"False","False","True","False","False","False","False","False","False","False","False","False"
"95272",6030,"STAR WARS\u2122 Jedi Knight II - Jedi Outcast\u2122",89,0,0,0,"Raven Software,Aspyr (Mac)","LucasArts,Aspyr (Mac),Lucasfilm,Disney Interactive",1,1,0,1,1,0,0,0,0,0,0,0,0,0,2003-09-16,"False","False","True","False","False","False","False","False","False","False","False","False"
"95839",6040,"The Dig\xae",NA,0,0,0,"LucasArts","LucasArts",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1995-11-01,"False","False","False","True","False","False","False","False","False","False","False","False"
"96406",6060,"STAR WARS\u2122 Battlefront\u2122 II",78,0,0,0,"Pandemic Studios","Lucasfilm,LucasArts,Disney Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2005-11-01,"False","False","True","False","False","False","False","False","False","False","False","False"
"96973",6080,"Thrillville\xae: Off the Rails\u2122",70,0,0,0,"Frontier","LucasArts",0,1,0,1,0,0,1,0,0,0,0,0,0,0,2007-10-09,"False","True","False","False","False","False","False","False","False","False","False","False"
"97540",6090,"Armed and Dangerous\xae",78,0,0,0,"Planet Moon Studios","LucasArts,Lucasfilm,Disney Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2003-12-02,"False","False","True","False","False","False","False","False","False","False","False","False"
"98107",6120,"Shank",67,0,0,0,"Klei Entertainment","Klei Entertainment",1,1,1,1,0,0,1,0,1,0,1,0,0,0,2010-10-25,"False","False","True","False","False","True","False","False","False","False","False","False"
"98674",6200,"Ghost Master\xae",81,0,0,0,"Sick Puppies","Strategy First",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2003-08-23,"False","True","False","False","False","False","False","False","False","False","False","False"
"99241",6210,"Vegas: Make It Big\u2122",NA,0,0,0,"Deepred","Strategy First",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-12-21,"False","True","False","False","False","False","False","False","False","False","False","False"
"99807",6220,"FlatOut",72,0,0,0,"Bugbear Entertainment","Strategy First",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2005-07-12,"False","False","False","False","False","False","False","False","False","True","False","False"
"100374",6250,"Making History: The Calm & the Storm",70,0,0,0,"Muzzy Lane","Strategy First",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2007-03-13,"False","True","True","False","False","False","False","False","False","False","False","False"
"100941",6270,"Ducati World Championship",35,0,0,0,"Artematica Entertainment","Strategy First",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2007-09-21,"False","False","False","False","False","False","False","False","False","True","False","False"
"101508",6300,"Dreamfall: The Longest Journey",75,0,0,0,"Funcom","Funcom",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-04-17,"True","False","False","True","False","False","False","False","False","False","False","False"
"102075",6310,"The Longest Journey",91,0,0,0,"Funcom","Funcom",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000-11-17,"True","False","True","True","False","False","False","False","False","False","False","False"
"102642",6370,"Bloodline Champions",79,1,3,0,"Stunlock Studios","Stunlock Studios",0,1,0,1,1,1,0,0,0,0,0,0,0,0,2011-01-13,"False","False","True","False","False","False","False","True","True","False","False","False"
"103209",6400,"Joint Task Force",68,0,0,0,"Most Wanted Entertainment","HD Publishing",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2006-09-12,"False","True","True","False","False","False","False","False","False","False","False","False"
"103775",6420,"Nexus - The Jupiter Incident",77,0,0,0,"Mithis Games","Nordic Games",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2004-11-05,"False","True","False","False","True","True","False","False","False","False","False","False"
"104342",6510,"Lost Planet\u2122: Extreme Condition",66,0,0,0,"CAPCOM Co., Ltd.","Capcom",0,1,0,1,1,0,0,0,0,0,0,0,0,1,2007-06-26,"False","False","True","True","False","False","False","False","False","False","False","False"
"104909",6550,"Devil May Cry\xae 3 Special Edition",66,0,0,0,"CAPCOM Co., Ltd.","Capcom",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-05-23,"False","False","True","False","False","False","False","False","False","False","False","False"
"105476",6600,"Bullet Candy",NA,0,0,0,"R C Knight","",0,1,0,1,0,0,0,0,1,0,0,0,0,0,2007-02-14,"False","False","False","False","False","True","True","False","False","False","False","False"
"106042",6800,"Commandos: Behind Enemy Lines",NA,0,0,0,"Pyro Studios","Merge Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,1998-08-28,"False","False","True","False","False","False","False","False","False","False","False","False"
"106609",6810,"Commandos: Beyond the Call of Duty",NA,0,0,0,"Pyro Studios","Merge Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,1999-04-07,"False","False","True","False","False","False","False","False","False","False","False","False"
"107176",6830,"Commandos 2: Men of Courage",87,0,0,0,"Pyro Studios","Merge Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2002-08-30,"False","False","True","False","False","False","False","False","False","False","False","False"
"107743",6840,"Commandos 3: Destination Berlin",72,0,0,0,"Pyro Studios","Merge Games",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2003-10-14,"False","False","True","False","False","False","False","False","False","False","False","False"
"108310",6850,"Hitman 2: Silent Assassin",87,0,0,0,"IO Interactive","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2002-10-01,"False","False","True","False","False","False","False","False","False","False","False","False"
"108877",6860,"Hitman: Blood Money",82,0,0,0,"IO Interactive","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-05-30,"False","False","True","False","False","False","False","False","False","False","False","False"
"109444",6870,"Battlestations: Midway",76,0,0,0,"Eidos Interactive","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2007-01-30,"False","False","True","False","False","False","False","False","False","False","False","False"
"110011",6880,"Just Cause",75,0,0,0,"Avalanche Studios","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-09-22,"False","False","True","False","False","False","False","False","False","False","False","False"
"110578",6900,"Hitman: Codename 47",73,0,0,0,"IO Interactive","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000-11-23,"False","False","True","False","False","False","False","False","False","False","False","False"
"111145",6910,"Deus Ex: Game of the Year Edition",90,0,0,0,"Ion Storm","Square Enix",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2000-06-22,"False","False","True","False","False","False","False","False","False","False","False","False"
"111712",6920,"Deus Ex: Invisible War",80,0,0,0,"Ion Storm","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2004-03-05,"False","False","True","False","False","False","False","False","False","False","False","False"
"112279",6980,"Thief: Deadly Shadows",85,0,0,0,"Ion Storm","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2004-06-11,"False","False","True","False","False","False","False","False","False","False","False","False"
"112846",7000,"Tomb Raider: Legend",82,0,0,0,"Crystal Dynamics","Square Enix",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2006-04-07,"False","False","True","True","False","False","False","False","False","False","False","False"
"113413",7010,"Project: Snowblind",76,0,0,0,"Crystal Dynamics","Square Enix",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2005-02-22,"False","False","True","False","False","False","False","False","False","False","False","False"
"113980",7020,"Rogue Trooper",69,0,0,0,"Rebellion","Rebellion",0,1,0,1,1,0,1,0,0,0,0,0,0,0,2006-05-23,"False","False","True","False","False","False","False","False","False","False","False","False"
"114547",7110,"Jade Empire\u2122: Special Edition",81,0,0,0,"BioWare Corporation","BioWare Corporation,Electronic Arts",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2007-02-27,"True","False","False","False","False","False","False","False","False","False","False","False"
"115114",7200,"Trackmania United Forever Star Edition",80,0,0,0,"Nadeo","Ubisoft",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2008-04-16,"False","False","False","False","False","False","False","False","False","True","False","False"
"115681",7210,"Runaway, A Road Adventure",74,0,0,0,"Pendulo Studios","Focus Home Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2003-08-18,"False","False","False","True","False","False","False","False","False","False","False","False"
"116248",7220,"Runaway, The Dream of The Turtle",NA,0,0,0,"Pendulo Studios","Focus Home Interactive",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2007-03-12,"False","False","False","True","False","False","False","False","False","False","False","False"
"116815",7260,"Loki",NA,0,0,0,"Cyanide Studios","Focus Home Interactive",0,1,0,1,1,0,0,0,0,0,0,0,0,0,2007-10-02,"True","False","False","False","False","False","False","False","False","False","False","False"
"117382",7340,"Azada",NA,0,0,0,"Big Fish Games","Big Fish Games",0,1,0,1,0,0,0,0,0,0,0,0,0,0,2008-02-05,"False","False","False","False","False","True","True","False","False","False","False","False"
